15024,RealEstateQuestions,What legal document would I need to use concerning my father leaving the family cabin to me? what legal document would I need to use for this: My father want's me to have something written up that says that his 1/3 share of his family cabin will be left to me? He wants to make sure my sister and mom don't have control over it.
15025,FamilyQuestions,Can my child&#39;s father get his visitation taken away if his visits are becoming problematic? If my child's father is ordered to see our daughter twice a week and it's always a problem can he get his visitation taken away?
15026,RealEstateQuestions," If I'm getting evicted from an apartment, how long do i have to get my thing out of the apartment?"
15027,FamilyQuestions,Can you get kicked out of a hotel after 6 months of staying there for not paying the last month? Can you get kicked out a hotel after 6 months of staying there for not paying the last month?
15028,EmploymentQuestions,Can I get written up at work for calling out due to having a panic attack (twice) even if I have paper work from from my doctor stating that I have panic disorder? Can I get written up for calling out due to having a panic attack (twice) even if I have paper work from from my doctor stating that I have panic disorder?
15029,ImmigrationQuestions,Can I file an I130 and an I485 at the same time if I want to petition for my stepdaughter? I am a US citizen and want to petition for my 16 year old stepdaughter. Can I file an I130 and an I485 at the same time and is there a fee for the I485?
15030,FamilyQuestions,"If I didn&#39;t do anything wrong, do I need a lawyer when being investigated by children youth and families? If I know I didn't do anything wrong, do I need a lawyer when being investigated by children youth and families?"
15031,RealEstateQuestions,What are my tenant rights if my landlord did not disclose house? The landlord did not disclose house as it was in foreclose prior to signing lease. Has not been applying rent to mortgage and now house is going to auction. What are my tenant rights?
15032,ConsumerQuestions,"Legal if my husband is refusing me money from our joint account and will take me to court? My husband have a joint account. When I was working I directly deposited my paycheck into our account. However, he said that I was spending too much money, and so he took my card. I signed up for another account on my own. I have been out of work for 3 weeks and I needed something. He refuses to give me any money. I used the old account (remembered numbers and date). He is telling me that he will take me to court and have me pay back the money that I put on this card. Is this legal?"
15033,CriminalQuestions,"What is the time frame to be charged for misdemeanor hit and run? What is the time frame to be charged for misdemeanor hit and run (non injury), DUI, concealed weapon, loaded weapon (because of proximity of the clip)??"
15034,EmploymentQuestions,"Is my employer in violation of any labor laws if he wrote a check as material? my employer paid me straight time instead of overtime. Then wrote a check as ""Material"" instead of a payroll check. Is he in violation of any labor laws?"
15035,ConsumerQuestions,Does the Statute of limitations on credit cards begin with last purchase or last payment date? Does the Statute of limitations on credit cards begin with last purchase or last payment date?
15036,PersonalInjuryQuestions,"If I am doing a workman&#39;s compensation claim, will I get paid for the hours I am missing due to my injury? I recently got injured on the job and have missed hours at work because of my injury. I am doing a workman's compensation claim, will I get paid for the hours I am missing due to my injury?"
15037,RealEstateQuestions,What is the liability if you back out of signed contract 3 days before closing? What is the liability if you back out of signed contract 3 days before closing?
15038,FamilyQuestions,Question regarding transfer of legal guardianship? I am an adult and my mother has legal guardianship over me but I want it transferred because she is lying to me and treating me very bad.
15039,ContractQuestions  RealEstateQuestions,Hired contractor who did not pay his sub-contractors. I live in Texas & I hired a contractor to remodel my home.  He then went out and hired sub-contractors that did a lot of the work.  I have paid the contractor all money for the contract and found out he has not paid a lot of the sub-contractors. Can they come after me or put a lien on my home?
15040,RealEstateQuestions,Can you get your real estate license if you have a B Misdemeanor from 14 yrs ago for domestic battery? Can you get your real estate license if you have a B Misdemeanor from 14 yrs ago for domestic battery?
15041,EmploymentQuestions,"Question regarding putting my two week notice at work? I put in my two week notice at work. After a week, I talked to my Assistant Store Manager (my manager was out of town) and told her that I needed to resend my resignation due to family issues. She told me that was fine and it would make scheduling for the following week easier. I checked the schedule and noticed I had been completely taken off for the following weeks. My manager then came in and told me that while I had not been fired, they had planned ahead for my resignation and hired someone else for the position. So while I had not been fired, they were not offering me my own job back! What do I do?!"
15042,EmploymentQuestions,How many hours can an employer make you work in one week (7 days)? How many hours can an employer make you work in one week (7 days)?
15043,FamilyQuestions,How do i go about finding a good lawyer to help me when I&#39;m 15 and unhappy at home? I'm 15 and I really need a lawyer. I have no money and I'm currently unhappy with things that are going wrong in my house. How do i go about finding a good lawyer to help me?
15044,FamilyQuestions,"Am I entitled to get a death/suicide investigation scene report? In the state of Nevada, am I entitled to get a death/suicide investigation scene report? I've already got an autopsy report but something isn't sitting right with me."
15045,RealEstateQuestions,How do I evict a renter who&#39;s month to month? How do I evict a renter who's month to month?
15046,FamilyQuestions,Can my ex wife take our  children across state lines legally? None
15047,FamilyQuestions,"Will I get full custody if father not intending to be in child&#39;s life? I have recently filled for full custody and the father shows no intent on wanting to fight or be part of the kids lifes, do you think I will win my case and get full custody?"
15048,ConsumerQuestions,Question regarding default on a payday loan in 2008? I defaulted on a payday loan in 2008. I included the lender in my Chapter 7 bankruptcy in 2010. I received a call from a collection agency stating that I was going to be served by a Marshall with a summons for Breach of Contract and Attempt to Defraud (I think it's a fancy term for check fraud) because they tried to withdraw the finds after I had closed the account. I know that check fraud is a criminal offense. Is this just a scare tactic by the collection agency?
15049,ConsumerQuestions CorporateQuestions,"If there's no reply from the current buyer, can I move on? I listed my car on craigslist.The buyer and I agreed to a price. When I could not find the pink we handwrote an agreement stating the price to be paid upon receipt of pink and both signed. No money down was taken. The pink cme in two weeks from DMV . It has been a week of calling, faxing (1) and taking to family members (2) with no reply from the buyer.Can I move on to the next buyer?"
15050,ConsumerQuestions,How do I get my truck back from my ex if it&#39;s in my name only? Three years ago my ex boyfriend and I  purchased a toyota tundra pick-up in my name only because he had no credit. He has been making the payments.  We have now split up and he is driving a truck in my name and he can't get insurance for it because it isn't in his name.  How do I get the truck back?
15051,GovernmentQuestions,"I live in Texas. According to Texas law, do churches have to give financial reports to members yes or no?"
15052,EmploymentQuestions,Can my employer not allow me to come back to work until i sign a write up? Can my employer not allow me to come back to work until i sign a write up?
15053,FamilyQuestions,"Can I get a license in Florida if I pass all the tests? My right to operate has been revoked in Massachusetts. If I establish residency in Florida, can I get a license in Florida if I pass all the tests?"
15054,FamilyQuestions,"Need to file a complaint if attorney has not distributed funds awarded to us in three years? Need to file complaint (five parties involved) Class action? Attorney has not communicated, and has not distributed funds awarded to us. Has been going on for over three years."
15055,EmploymentQuestions,Can your employer make you leave early to avoid paying overtime? Can your employer make you leave early to avoid paying overtime or make you fill out miss punch?
15056,RealEstateQuestions,what are my rights as a renter? what are my rights as a renter?
15057,FamilyQuestions,"If I were to divorce my husband can I get alimony for his infidelity? I have been married for almost 30 years. I recently found out my husband was unfaithful about 7 years after we were married and then again 8 years after that. If I were to divorce him can I get alimony, 1/2 of the annuities and some of his pension?"
15058,RealEstateQuestions,"my elect and gas was cut by landlord can a landlord turn off utilities that are not in my name because i didnt pay rent? he told my 14 yr old daughter i had till the 15th to leave, and he has had the gas aand elect. shut off, it was a verbal agreement between him and his brother to keep utilities in his name , but his brother which was livving with me got thrown in jail and therefor i didnt have rent money for this month."
15059,EmploymentQuestions,Question about salary cuts? My employer plans on replacing my position with another candidate and offer me another position within the company along with a huge salary cut. Do they have to offer me a certain percentage of my old salary that they are doing away with? I will not be able to support myself with the new salary.
15060,RealEstateQuestions,What to do if I found out that my Homeowners association was not FHA approved? I was in the process of refinancing my FHA loan when I found out that my Homeowners association was not FHA approved. What can I do?
15061,RealEstateQuestions,"How do I go about getting a title in my name with only a bill of sale? I bought 3 motorcycles that did not come with titles due to being bought at a storage auction by the previous owner. How do i go about getting a title in my name in New York State, with only a bill of sale document?"
15062,FamilyQuestions,"If my mom signed by both of us and a notary is it law binding? My mom and I entered into a settlement. She pays me x amount a month etc. In that settlement it gave me the option to buy the house she owns that I rent from her. I was trying to get a loan for the house to buy it. I called her and she said: you signed a document stating you don't want the house"". I found this document but mine is not signed by either of us or a notary. If hers is signed by both of us and a notary is it law binding?"
15063,IntellectualPropertyQuestions,What do I need to take to get the co-owner to sign over her rights of the company name so that I can operate my business without having to owe her anything? I have a Clothing line that I started a few years back. My company name is owned by myself and another lady. I need to find out the steps I need to take to get her to sign over her rights of the company name so that I can operate my business without having to owe her anything?
15064,RealEstateQuestions,Does the seller have to be out before walk-thru? We are the buyers in a short sale in Florida and the seller is still living in the house. He says he will be moving out the day we close. We want to do a walk-thru before signing and want the house totally empty. Doesn't the seller have to be completely be out of the house before a walk-thru and closing (24 hours before)? Thank you
15065,RealEstateQuestions,How can I legally break my lease? How can I legally break my lease? Landlord will not allow pets anymore even though she has allowed us (current tenants) to have a dog.
15066,EmploymentQuestions,Can you reduce the salary of an employee that was a supervisor and the position has been eliminated? Can you reduce the salary of an employee that was classified as a supervisor and the position has been eliminated?
15067,RealEstateQuestions,"Pros and cons if I live at an owner-occupied condominium recently converted from a co-op? I live at an owner-occupied condominium recently converted from a co-op. We are in the  process of deciding whether or not to allow leasing and the communit , which is small, is divided.  Please advise the pros and cons? thank you  Joan"
15068,EmploymentQuestions,Can I sue a person for recording me without permission? Can I sue a person for recording me without permission and the company i worked for for firing me over a 2.56 sec video when I was on my break?
15069,FamilyQuestions,Can 15 year old female with parent&#39;s consent get married? Can a 15 year old girl get married with a parent's consent?
15070,CriminalQuestions,"What is difference in South Carolina between 2nd and 3rd degree harassment? 2nd degree is higher bail and heard in big general sessions court. If prior case for 3rd degree harassment was dismissed in magistrate court, this cant be a second offense ? Right?"
15071,PersonalInjuryQuestions,How do I present a claim for emotional distress from my horrific rear ended car accident?
15072,CriminalQuestions,How long can the State keep someone in a Mental institution four having a nervous breakdown? How long can the State keep someone in a Mental institution four having a nervous breakdown?
15073,FamilyQuestions,"Is the Power of Attorney in a family, the only one to make medical decisions? Is the Power of Attorney in a family, the only one to make medical decisions?"
15074,FamilyQuestions,How do I go about forcing my ex to have a paternity test done for my son who was born while we were married? How do I go about forcing my ex to have a paternity test done for my son who was born while we were married?
15075,FamilyQuestions,Can an employer stop you from getting employment insurance? Can an employer stop you from getting employment insurance?
15076,CorporateQuestions FinancialQuestions,Can we say the full amount given of contribution is tax-deductible? My 501(c)(3) non-profit is holding a fundraiser by silent auction. When we send our record of contribution letter to high bidders can we say the full amount given is tax-deductible or only the amount in excess of the value of the item auctioned? We are receiving conflicting advice. Any IRS-based guidance on this would be welcome. Thanks!
15077,FamilyQuestions,Can my ex boyfriend sue me for doing work in my house while he lived here? Can my ex boyfriend sue me for doing work in my house while he lived here?
15078,CorporateQuestions FinancialQuestions,"Is it legal to give money to a profit club, free and clear, if our non-profit club is dissolving? Our sportsman's club is dissolving (non profit) and we have several thousand dollars in the bank. Is it legal to give money to a profit club, free and clear?"
15079,CriminalQuestions,Can someone be charged with accepting gifts from a boyfriend in the line of duty? Can someone be charged with accepting gifts from a boyfriend in the line of duty?
15080,FamilyQuestions,Question regarding changes of my son&#39;s child support with the father? My son is 18 months old.  His father wasn't involved until about 5 months ago.  He has been unemployed for almost 3 years (with no disabilities) and his new wife has been paying his court ordered child support.  The Magistrate estimated his child support at $130 a week and he's also paying another $20 a week in arrearage.  He now wants to discuss child support with me and have it changed.  I want to tell him to petition the court.  Is this a good idea?  What are my options?
15081,RealEstateQuestions,What part of the trust would satisfy if the insurance company wants a copy of it? Insurance company wants a copy of my trust agreement for home owners.  What part of the trust would satisfy this request-just the 1st and last page?  Info in the trust is really not insurance business I would think.
15082,FamilyQuestions,"child support for separation/divorce We have been separated 5 months and my husband has given me a certifed letter stating that he gives me full custody of our 7 yr old son. Can a judge grant a petition for separation or divorce in Ga without ruling on child support?  If he leaves and cannot be found, can I proceed with the divorce at a later date? He has also given me a certified letter authorizing me to manage our previous residence and the positive cash flow from it until such time as it becomes a liability. Both the loan and the deed are in his name only.  Essentially, he is willing to provide support as he is able; but doesn't want to have the state looking for him as he is trying to rebuild his life. We lost businesses, real estate, and a child; he has been unemployed 3+"
15083,EmploymentQuestions,What are employers&#39; responsibilities when reporting of stress and need help? What are employers' responsibilities when a worker reports that they are overly stressed with workload and they need help?
15084,FamilyQuestions,Quick will for my husband and I before we travel? I need to do a quick will for my husband and I before we travel.  We have three adult children and own a home.  What is the best thing to do?
15085,RealEstateQuestions,Will the eviction follow me if I am going to move to Indiana in August? I am currently staying in the state of FL. I currently have an eviction under my name. Will the eviction follow me if I am going to move to Indiana in August?
15086,FamilyQuestions,is my husband able to get 50/50 joint custody? is my husband able to get 50/50 joint custody? We live in so-cal and his son lives in nor-cal. His son is four years old. My husband has seen him a few times. He's a marine and we will be moving to nor-cal soon he wants a relationship with him and now that we will be close enough. He wants to pursue 50/50 joint custody. The mother says that he never tried to see him. Paternity was declared a year ago and my husband doesn't have leave days to visit we live on base and visiting at the moment wasn't an option. Will he be able to get 50/50 joint custody?
15087,CriminalQuestions,Is it legal to carry a fixed blade knife on your belt in Florida? Is it legal to carry a fixed blade knife on your belt in Florida?
15088,EmploymentQuestions,How can I get court order against management of my restaurant? How can I get court order against management of my restaurant?
15089,EmploymentQuestions,I have a contract with regards to work and would like to get clarity on it before signing it. Help? I have a contract with regard to work and would like to get clarity on it before signing it. Would you help me?
15090,CorporateQuestions ContractQuestions,"How do I dismiss by case if I paid off my rent owed but didn&#39;t write an answer? I had an eviction summon/commercial issued on 8/11/2011 because I were behind make pay my restaurant rent two months. After I got summon, I paid off my rent I owed, but I did not write an answer to dismiss my case until today 03/17/2012. how do I dismiss my case?"
15091,EmploymentQuestions CorporateQuestions FinancialQuestions,"How to incentivize management after investment? We are investing in a small startup and may end up owning a substantial portion the company, which may disincentivize the founders and executives.  What steps we can take, or terms can we provide, to ensure that founders and executives remain incentivized?"
15092,CorporateQuestions ContractQuestions,"A friend wants me to take over their business & they don't want any money for it. How do we go about doing this? A friend wants me to take over their business, they don't want any money for it. How do we go about doing this?"
15093,EmploymentQuestions,"Do I have a case if I have proof? If I have been falsely accused and written up by my project manager on different occasions. And I can prove that I'm being harassed by this individual everyday, do I have a case?"
15094,FamilyQuestions,Can my wife take my kids out of this state? Can my wife take my kids out of this state?
15095,RealEstateQuestions,"What can I do if I told the landlord to keep the deposit and not received any itemized statement of damages? I rented a house IN North Carolina, I told the landlord we would be moving out the end of June. I paid the rent for July and return the keys on July 15. The landlord listed the house for sale on July 18 2012. I told the landlord to keep the deposit for August. There was no damages to the property and She has advised that I still owe her for August . I have not received any itemized statement of damages. What can I do?"
15096,CorporateQuestions ContractQuestions,"Help in rewriting this statement for my addendum post inspection? Please help new Realtor with verbiage. Would you help me rewrite this statement for my addendum post inspection? Thank you""Inspection report revealed that the master slider and family room slider are seized shut. Request  repairs done by seller."""
15097,ConsumerQuestions,How do I get my security deposit back? I would like to get my security deposit back. But they say I have to get it from my ex girlfriend because she was the first signer. They never informed us of that when we signed.
15098,PersonalInjuryQuestions,"Does a bystander, like a doctor, have duty to aid an injured stranger who is in distress?"
15099,FamilyQuestions,I need to know if my children&#39;s grandparents have temporary custody of them and they wont give them back? I need to know if my children's grandparents have temporary custody of them and they wont give them back? How long done I have to wait for a review from the judge? I can't afford and attorney.
15100,FamilyQuestions,Can I get a domestic case against my husband dropped without being prosecuted? Can I get a domestic case against my husband dropped without being prosecuted for filing a false police report?
15101,EmploymentQuestions,What are the requirements of the employer when they mandate certain requirements of the employee? What are the requirements of the employer when they mandate certain requirements of the employee in order to maintain an employed status after obtaining employment from said employer?
15102,CriminalQuestions GovernmentQuestions FamilyQuestions PrivacyQuestions,"Can the bank take our assets in NY if we are selling our FL condo on a short sale? We are selling our FL condo on a short sale. Can the bank take our assets in New York, i.e, home, bank accounts and investments?"
15103,RealEstateQuestions,Can a bank charge off your mortgage loan while you are protected under chapter 13 bankruptcy? Can a bank charge off your mortgage loan while you are protected under chapter 13 bankruptcy?
15104,FamilyQuestions,"Can I file divorce without the defendant's social security number, drivers license, and address? Can I file divorce without the defendant's social security number, drivers license, and address? She will not give me any information so I can file, please help."
15105,FamilyQuestions,Can an ex wife sue for alimony after separation in NC? Can an ex wife sue for alimony after separation in NC?
15106,RealEstateQuestions,"If I asked him to buy me out, he will just try to move onto the property and never move off. What should I do? I purchased a piece of property in another town, with someone in 1986, but the person's name is still on it. My brother now lives on the property in a mobile home. The other party contacted my brother today and advised him he wanted to move onto the property after 26 years. I am afraid he is trying to homestead the property in an attempt to take over it.  The property was $7500 in 1986. I paid it off, except for the first 2 payment which the other party made. He has never paid anything else. I was going to sell it. I got a real estate estimate for an average of $12,000 to $15,000. The other party wants $10,000 or he won't sell. If I asked him to buy me out, he will just try to move onto the property and never move off. What should I do?"
15107,CriminalQuestions,"In signing a &quot;Brief in Opposition&quot;, does an attorney sign as if it was an oath? In signing a ""Brief in Opposition"", an Attorney for the Commonwealth does not with that signature sign as if it was an oath? My signature signifies an oath of truthfulness yet an attorney for the Commonwealth signature does tell who submits it."
15108,EmploymentQuestions,"Cases where FL district court allowed new evidence in unemployment benefit appeal. I need to cite a case or two where a Florida district court, in reviewing unemployment benefits appeals, looked beyond only the decision of the Unemployment Appeals Commission and allowed new evidence. In this case the company rescinded its challenge to my benefits after the phone hearing. Thank you"
15109,EmploymentQuestions,If someone wrote something racial on my locker at work what can be done about it? If someone wrote something racial on my locker at work what can be done about it?
15110,CriminalQuestions FamilyQuestions,Cannot contact son's mother after she filed false protective order. The mother of my son filed a false Protective order on me & had no contact for days.  In it she also clearly stated that my son has marks on his face that are unexplained and appeared while in my care.  I have multiple witnesses who can testify the exact opposite. Since then no contact. HELP?
15111,EmploymentQuestions,Laws regarding a manager trying to make an employer quit and feel uncomfortable? Laws regarding a manager trying to make an employer quit and feel uncomfortable?
15112,CorporateQuestions,I want to know if a non affiliated person who holds letter of investment stock with a rule 144 restriction on it can sell his shares to a Qualified Institutional Buyer (QIB) before the end of the 6 month holding period. Can an exemption under Rule 144A apply? None
15113,FamilyQuestions,How do I regain custody of my children that I voluntarily gave temporary guardianship to in WV? How do I regain custody of my children that I voluntarily gave temporary guardianship to in West Virginia?
15114,PersonalInjuryQuestions,In the District of Columbia is driving in a bus zone permitted when keeping straight through an intersection? In the District of Columbia is driving in a bus zone permitted when keeping straight through an intersection?
15115,ConsumerQuestions,Do I have to pay back the money if I sold my horse and they gave her back to me? Hi I had sold a horse and they gave her back to me a month later. Do I have to pay them back the money?
15116,FamilyQuestions,"I pay child support out of IN, but my ex refuses to let me have contact. I was not there for the hearing nor the signing of the birth certificate. Can I take legal action from KS (since I live and work here) to resolve this and get fair terms on the child support, such as contact with the child?"
15117,EmploymentQuestions,Is it legal in California to monitor an employee all day long by video? is it legal in California to monitor an employee all day long by video?
15118,RealEstateQuestions,Do I still have a chance to stay in the home if I'm a few days late going to fight the unlawful detainer? Do I still have a chance to stay in the home if I'm a few days late going to fight the unlawful detainer?
15119,CorporateQuestions FinancialQuestions,"Appropriate to announce sale of stock? Our bootstrapped company is almost out of money.  To help us out, our friends and family members have offered to buy some stock in our company.  We also want to offer our stock for sale by announcing it on our website.  Are there any legal troubles in selling our stock this way?  If not, what would be the proper way to do it?"
15120,PersonalInjuryQuestions,What can I do about the side effects of the Ritalin drug that I was forced to take as a child? What can I do about the side effects of the Ritalin drug that I was forced to take as a child?
15121,EmploymentQuestions,What do I do if my employer doesn&#39;t respond to a grievance that I filed? What do I do if my employer doesn't respond to a grievance that I filed?
15122,EmploymentQuestions, Can a corporation restrict spouses from attending an out of state conference?
15123,ConsumerQuestions,"With installment loans for 12 months for $2600.00, would the lender get over $3400.00 in interest? With installment loans for 12 months for $2600.00, would the lender get over $3400.00 in interest?"
15124,FamilyQuestions,If I transferred to another county and my child is 16 and doesn&#39;t want to go what do I do? If I transferred to another county and my child is 16 and doesn't want to go what do I do?
15125,FamilyQuestions,Can you be arrested in GA for adultery? Can you be arrested in GA for adultery?
15126,FamilyQuestions,Is there a way for them to lower the child support because my husband has a son now? My husband has a daughter that's 10 years he pays $390.00 a month for her. We have a son together that's 3 years. is there a way for them to lower the child support because he has a son now?
15127,RealEstateQuestions,"Question regarding my parents as renting tenants in CA? My parents are renting tenants in California. They are going to court to defend their witholding of rent due to lack of seriously needed repairs.The landlord has put my name along with my parents in the case, even though I neither live there, nor did I ever sign a lease. The only thing they have on me is that my parents paid rent with MY bank checks.I was never served, although my parents were. They tried serving me at that residence - but I don't live there!I have not had sufficient time to file an official 'answer' due to short notice.My question is, can I legally be held responsible if:a. I don't live at the property.b. I never signed the lease.c. The rent checks did have my name on them.Thanks in advance."
15128,FinancialQuestions,Can you be put in prison for owing state tax? Can you be put in prison for owing state tax?
15129,RealEstateQuestions,Can you not allow a Public Health investigator in your home because of cats? Can you not allow a Public Health investigator in your home because of cats?
15130,FamilyQuestions,Can you subpoena phone records on your own or does a lawyer need to do it? Can you subpoena phone records or any other documents on your own or does a lawyer need to do it?
15131,EmploymentQuestions CorporateQuestions,"Obligated to accelerate stock options of terminated employee? A former employee claims that he was verbally promised accelerated vesting of his stock options upon his departure.  He is now demanding that the company act on this promise, and is threatening to sue.  Do I have a legal obligation to accelerate his options, and what arguments would our company face against him in court?"
15132,RealEstateQuestions,What to do next if landlord won&#39;t fix the problem of my roof leaking? I'm a tenant and my roof is leaking for over the 3 months.  Part of my electricity doesn't work because of this problem.  It's the Landlord's problem and he has not fixed it.  I need to know what should I do next.
15133,ConsumerQuestions,Am I entitled to compensation if the debtor has not fulfilled their obligations to me? I'm a creditor of a debtor in a chapter 7 case. The debtor has not fulfilled their obligation to me. Am I entitled to compensation ?
15134,CorporateQuestions,"Converting Nevada LLC to C Corporation I have a Nevada LLC headquartered in Los Angeles, CA that was formed 3 months ago,and is currently registered as a foreign LLC in California.The company has no revenu but pays out salary.I'm trying to convert it to C corp to award stock options to early employees. What is the cheapest and fastest option to go about it?I'm trying to avoid reopening another bank account and registering it in CA, which takes 80 business days to process."
15135,FamilyQuestions,Can a sibling take her younger sibling&#39;s daughter away with out her permission? Can a sibling take her younger sibling's daughter away with out her permission?
15136,FamilyQuestions,"What steps can I take to keep my ex and my daughter in FL if she&#39;s trying to move to PA? My Ex-Girlfriend has decided to get married and wants to take our 4yr old daughter with her to Philadelphia. We currently reside in Jacksonville, FL...I am VERY involved in my child's life and do not want her to be taken from me to move so far. What rights do I have? We do not have any legal documents between us, but we share our time with her equally (depending on her work schedule, then I will have her more, most of the time)...I pay for 75% of her school and she's under my health insurance...what steps can I take to keep her in Florida?"
15137,FamilyQuestions,"Would I have to start paying my ex now if I made more income? I had been married for 16 years, divorced 8 years and receiving $200 in alimony a month. My ex now wants to stop the payments and claims that if he takes it back to court I would be responsible for his attorney fees if I made more income and the spousal support will be reversed. The final decision from the judge states that he continue paying.. till one of us passes away, I remarry, or til further of the court, whichever comes first. Would I have to start paying him now if I made more income? Would I be responsible for his attorney fees if he took me back to court? Could he stop the support payments?"
15138,FamilyQuestions,"As a homeowner, do I have the right to force anyone off my property? Florida- as a homeowner, do I have the right to force anyone off my property? Daughter's ex-boyfriend tried to pull front door open from wide to gain access to his son, my daughter was not home at the time. No custody agreement or order yet, coming this week. Do I have the right to physically force him away from my front door and have him wait outside our fence?"
15139,CorporateQuestions ContractQuestions,Can the Village Board of Trustees force a Mayor to place a resolution on the Agenda? Can the Village Board of Trustees force a Mayor to place a resolution on the Agenda? Trustees want to remove public comment portion of meeting from Government Access TV.
15140,EmploymentQuestions,Is it legal for a 17 year old to not get paid for on the job training 16 total work hours? Is it legal for a 17 year old to not get paid for on the job training 16 total work hours?
15141,RealEstateQuestions FamilyQuestions,"Am I entitled to late father's portion of grandmother's house? My father passed away in 1993. My grandmother passed about 3 years ago. My uncle just sold her house and said that the money was going to be divided up by the other 5 children. Even though my father is dead, am I entitled to his portion of the sale of the house?"
